tmdb_id,title,release_date,runtime_minutes,original_language,budget_usd,worldwide_revenue_usd,popularity,vote_average,vote_count,genres,production_countries,production_companies,production_company_ids,collection_id,collection_name,director,cast_top10,cast_ids_top10,release_year,profitable,release_month,release_season,primary_genre,genre_count,country_count,company_count,is_franchise,is_summer_release,is_holiday_release,cast_size_top10,log_budget_usd,budget_category,roi_simple,director_previous_movie_count,director_previous_avg_revenue,director_previous_success_rate,director_previous_avg_rating,director_previous_max_revenue,franchise_previous_movie_count,franchise_previous_avg_revenue,franchise_previous_success_rate,franchise_previous_avg_rating,franchise_previous_last_revenue,franchise_previous_max_revenue,franchise_previous_median_revenue,franchise_previous_latest_success,is_sequel,cast_previous_movie_count,cast_previous_avg_revenue,cast_previous_max_revenue,cast_previous_success_rate,cast_previous_avg_rating,production_company_previous_movie_count,production_company_previous_avg_revenue,production_company_previous_max_revenue,production_company_previous_success_rate,director_id,director_ids
397422,Rough Night,2017-06-15,101.0,en,20000000.0,47347283.0,7.4246,5.693,2127,Drama; Comedy,US,Columbia Pictures; LStar Capital; Matt Tolmach Productions; Paulilu,5; 34034; 53462; 76778,,,Lucia Aniello,Scarlett Johansson; Jillian Bell; Zoë Kravitz; Ilana Glazer; Kate McKinnon; Paul W. Downs; Ryan Cooper; Ty Burrell; Demi Moore; Enrique Murciano,1245; 1226302; 37153; 1325716; 1240487; 1607044; 1102453; 15232; 3416; 12798,2017,1.0,6,Summer,Drama,2,1,4,0,1,0,10,16.811242881518265,Mid,1.36736415,0.0,,,,,0.0,,,,,,,,0,15.0,200576104.48537415,1518815515.0,0.8674603174603174,6.351264285714286,75.0,276754039.2840579,1108594176.0,0.7953623188405796,1480620.0,1480620
397538,Borg vs McEnroe,2017-09-08,108.0,sv,7500000.0,16657800.0,2.987,6.897,1227,Drama; History,FI; SE; CZ,Yellow Film & TV; SVT; Film i Väst; SF Studios; Sirena Film; Nordisk Film Sweden,66903; 2999; 2801; 6181; 9111; 327,,,Janus Metz,Sverrir Gudnason; Shia LaBeouf; Stellan Skarsgård; Tuva Novotny; Leo Borg; Marcus Mossberg; Jackson Gann; Scott Arthur; Ian Blackman; Robert Emms,87663; 10959; 1640; 67737; 1893608; 1893614; 1893615; 1453118; 1359007; 589652,2017,1.0,9,Fall,Drama,2,3,6,0,0,0,10,15.830413711839864,Low,1.22104,0.0,,,,,0.0,,,,,,,,0,11.0,217540956.2777778,1518815515.0,0.9375,6.809318181818182,24.0,18452410.302083336,100014025.0,0.7777777777777778,118606.0,118606
397567,Along with the Gods: The Two Worlds,2017-12-20,139.0,ko,18300000.0,125983972.0,10.2137,8.064,1252,Action; Adventure; Drama; Fantasy; Thriller,KR,Lotte Entertainment; Dexter Studios; Realies Pictures; Korean Film Council; Alpha Pictures; kth; Union Investment Partners,7819; 103323; 3655; 36270; 86767; 119446; 88607,531566.0,Along with the Gods Collection,Kim Yong-hwa,Ha Jung-woo; Cha Tae-hyun; Ju Ji-hoon; Kim Hyang-gi; Lee Jung-jae; Kim Dong-wook; Ye Su-jeong; Oh Dal-su; Im Won-hee; Sung Yoo-bin,75913; 63442; 150125; 1128106; 73249; 118976; 1351055; 77188; 1004565; 1520280,2017,1.0,12,Winter,Action,5,1,7,1,0,1,10,16.722411672456456,Mid,5.884370054644808,0.0,,,,,0.0,,,,,,,,0,3.0,52238721.888888896,87547518.0,1.0,7.007000000000001,7.0,173762843.42142856,553810228.0,0.6666666666666666,84969.0,84969
397722,Thoroughbreds,2018-03-09,92.0,en,5000000.0,2830775.0,5.6971,6.4,1283,Drama; Thriller,US,June Pictures; B Story; Big Indie Pictures,76901; 50499; 6831,,,Cory Finley,Olivia Cooke; Anya Taylor-Joy; Anton Yelchin; Paul Sparks; Francie Swift; Kaili Vernoff; Alyssa Fishenden; Jackson Damon; James Haddad; Nolan Ball,1173984; 1397778; 21028; 167564; 118043; 28003; 2773107; 1730746; 2773108; 1575341,2018,0.0,3,Spring,Drama,2,1,3,0,0,0,10,15.424948670398354,Low,-0.433845,0.0,,,,,0.0,,,,,,,,0,10.0,96166529.025,563749323.0,0.7499999999999999,6.479374999999999,5.0,39548676.46666667,79000000.0,1.0,1620987.0,1620987
397837,Before I Fall,2017-03-02,98.0,en,5000000.0,16373843.0,5.014,6.969,3579,Drama; Fantasy,US,Jon Shestack Productions; Awesomeness Films,10991; 63484,,,Ry Russo-Young,Zoey Deutch; Kian Lawley; Halston Sage; Elena Kampouris; Jennifer Beals; Logan Miller; Cynthy Wu; Erica Tremblay; Medalion Rahimi; Diego Boneta,1059597; 1480597; 934243; 1278724; 3130; 116088; 1550779; 1560380; 1389383; 935201,2017,1.0,3,Spring,Drama,2,1,2,0,0,0,10,15.424948670398354,Low,2.2747686,0.0,,,,,0.0,,,,,,,,0,5.0,73281689.45714286,270665134.0,0.6,6.2064571428571425,0.0,,,,45419.0,45419
398173,The House That Jack Built,2018-10-04,152.0,en,9800000.0,5566776.0,8.4302,7.106,3137,Drama; Horror; Crime; Thriller,DK; FR; DE; SE,Zentropa Entertainments; Copenhagen Film Fund; Copenhagen Film Fund; Slot Machine; Film i Väst; Zentropa International Sweden; Zentropa International France; Zentropa International Köln,76; 73539; 73539; 7777; 2801; 8288; 8556; 8289,,,Lars von Trier,Matt Dillon; Bruno Ganz; Uma Thurman; Siobhan Fallon Hogan; Sofie Gråbøl; Riley Keough; Jeremy Davies; Jack McKenzie; Mathias Hjelm; Ed Speleers,2876; 2310; 139; 6751; 1564; 98522; 4654; 1211845; 1263622; 25438,2018,0.0,10,Fall,Drama,4,4,8,0,0,0,10,16.097893045681612,Mid,-0.4319616326530612,3.0,11475626.0,1.0,6.902333333333334,15946321.0,0.0,,,,,,,,0,6.0,41096822.4047619,378858340.0,0.6047619047619047,6.595142857142858,28.0,9409789.348079003,100014025.0,0.6952380952380952,42.0,42
398175,Brawl in Cell Block 99,2017-09-23,132.0,en,10000000.0,64453.0,12.7151,6.953,1622,Action; Crime; Thriller,US,XYZ Films; Caliber Media Company; Cinestate,12142; 11049; 108781,,,S. Craig Zahler,Vince Vaughn; Jennifer Carpenter; Don Johnson; Udo Kier; Dion Mucciacito; Geno Segers; Mustafa Shakir; Marc Blucas; Tom Guiry; Fred Melamed,4937; 53828; 25129; 1646; 1596909; 1234728; 62385; 46772; 4729; 105303,2017,0.0,9,Fall,Action,3,1,3,0,0,0,10,16.118095750958314,Mid,-0.9935547,1.0,475846.0,0.0,6.889,475846.0,0.0,,,,,,,,0,6.0,52510009.541666664,261989769.0,0.6388888888888888,6.223458333333333,8.0,1283196.5,9148519.0,0.25,1018106.0,1018106
398181,You Were Never Really Here,2017-11-08,89.0,en,17000000.0,9400000.0,9.3252,6.542,3113,Crime; Drama; Thriller,GB; FR,Why Not Productions; Film4 Productions; Sixteen Films,729; 6705; 12695,,,Lynne Ramsay,Joaquin Phoenix; Judith Roberts; Ekaterina Samsonov; John Doman; Alex Manette; Dante Pereira-Olson; Alessandro Nivola; Larry Canady; Vinicius Damasceno; Neo Randall,73421; 14797; 1557952; 4735; 172150; 1765331; 4941; 1857836; 2023827; 2023828,2017,0.0,11,Fall,Crime,3,2,3,0,0,1,10,16.648723960844016,Mid,-0.4470588235294118,1.0,10800000.0,1.0,7.535,10800000.0,0.0,,,,,,,,0,6.0,32794412.416666664,251171807.0,0.5166666666666666,6.777291666666667,50.0,20551220.36222222,187000000.0,0.4391891891891892,83287.0,83287
398818,Call Me by Your Name,2017-10-01,132.0,en,3500000.0,43143046.0,22.9779,8.1,12927,Romance; Drama,BR; FR; IT; US,La Cinéfacture; Frenesy Film; M.Y.R.A. Entertainment; RT Features; Water's End Productions,16017; 46344; 88565; 30666; 88564,,,Luca Guadagnino,Timothée Chalamet; Armie Hammer; Michael Stuhlbarg; Amira Casar; Esther Garrel; Victoire du Bois; Vanda Capriolo; Antonio Rimoldi; Elena Bucci; Marco Sgrosso,1190668; 53807; 72873; 20577; 935096; 1592949; 1789600; 1789602; 1526272; 1789603,2017,1.0,10,Fall,Romance,2,4,5,0,0,0,10,15.068273812173889,Low,11.32658457142857,2.0,9780210.5,1.0,6.432,12014663.0,0.0,,,,,,,,0,11.0,96760997.4909091,676343174.0,0.7568181818181818,6.499936363636364,4.0,10292829.375,40423945.0,0.5,78160.0,78160
398924,A Bag of Marbles,2017-01-18,113.0,fr,21400000.0,10898998.0,2.7157,7.795,909,War; Drama,BE; CA; CZ; FR,TF1 Films Production; Forecast Pictures; Main Journey; Gaumont; Quad Productions; IDL Films; Proximus; Okko Production; La Compagnie Cinématographique; Panache Productions,356; 12686; 91331; 9; 7038; 133977; 92187; 31660; 12406; 12407,,,Christian Duguay,Dorian Le Clech; Batyste Fleurial; Patrick Bruel; Elsa Zylberstein; Bernard Campan; Christian Clavier; Kev Adams; César Domboy; Ilian Bergala; Émile Berling,1624976; 1624977; 73827; 39195; 41029; 28781; 1165008; 439097; 1387016; 54326,2017,0.0,1,Winter,War,2,4,10,0,0,0,10,16.87890152672105,High,-0.4907010280373832,0.0,,,,,0.0,,,,,,,,0,4.0,55260869.5,176404493.0,0.875,6.2025625,25.0,52487781.07139706,469058574.0,0.4767316017316017,25735.0,25735
398929,Alibi.com,2017-02-15,90.0,fr,7546570.0,29370592.0,4.0713,6.461,1779,Comedy; Family,FR,Fechner Films; TF1 Droits Audiovisuels; StudioCanal; TF1 Films Production; CN5 Productions,131928; 8350; 694; 356; 92234,1083390.0,Alibi.com Collection,Philippe Lacheau,Philippe Lacheau; Élodie Fontan; Julien Arruti; Tarek Boudali; Nathalie Baye; Didier Bourdon; Nawell Madani; Medi Sadoun; Vincent Desagnat; Alice Dufour,1186076; 146630; 1291810; 1186075; 136761; 59031; 1562547; 1077538; 76825; 1744894,2017,1.0,2,Winter,Comedy,2,1,5,1,0,0,10,15.836603845872352,Low,2.8919127497657877,1.0,20258904.0,1.0,6.793,20258904.0,0.0,,,,,,,,0,4.0,38227876.65625,176404493.0,0.9583333333333331,6.34915625,43.0,44783166.84639678,469058574.0,0.5849673202614379,1186076.0,1186076
398978,The Irishman,2019-11-01,209.0,en,159000000.0,968853.0,17.596,7.571,7684,Crime; Drama; History,US,Tribeca Productions; Sikelia Productions; Winkler Films,11391; 23243; 8880,,,Martin Scorsese,Robert De Niro; Al Pacino; Joe Pesci; Harvey Keitel; Ray Romano; Bobby Cannavale; Anna Paquin; Stephen Graham; Stephanie Kurtzuba; Jack Huston,380; 1158; 4517; 1037; 15757; 21127; 10690; 1115; 204651; 54738,2019,0.0,11,Fall,Crime,3,1,3,0,0,1,10,18.884414766473817,Very high,-0.9939065849056604,4.0,227862149.0,0.75,7.6365,407039432.0,0.0,,,,,,,,0,19.0,223999555.328591,1078958629.0,0.6932291666666666,6.535991651002506,6.0,198614830.08333337,407039432.0,0.8611111111111112,1032.0,1032
399019,The Beguiled,2017-06-23,93.0,en,10500000.0,27869129.0,7.9915,5.918,2269,Drama,US,American Zoetrope,70,,,Sofia Coppola,Colin Farrell; Nicole Kidman; Kirsten Dunst; Elle Fanning; Oona Laurence; Angourie Rice; Addison Riecke; Emma Howard; Wayne Péré; Matt Story,72466; 2227; 205; 18050; 1423519; 1265629; 1666059; 1701694; 31528; 2960347,2017,1.0,6,Summer,Drama,1,1,1,0,1,0,10,16.166885910365842,Mid,1.654202761904762,2.0,16967187.0,1.0,5.7665,19145732.0,0.0,,,,,,,,0,14.0,86312414.9197707,809342332.0,0.6301198801198801,6.64124618238904,4.0,10701741.25,19145732.0,0.5,1769.0,1769
399035,The Commuter,2018-01-11,104.0,en,30000000.0,119942387.0,8.73,6.369,4729,Action; Thriller; Mystery,US; FR; ES,StudioCanal; The Picture Company; Ombra Films,694; 99132; 23513,,,Jaume Collet-Serra,Liam Neeson; Patrick Wilson; Sam Neill; Jonathan Banks; Vera Farmiga; Elizabeth McGovern; Killian Scott; Shazad Latif; Andy Nyman; Colin McFarlane,3896; 17178; 4783; 783; 21657; 4513; 1189005; 1370832; 22810; 128386,2018,1.0,1,Winter,Action,3,3,3,0,0,0,10,17.216707972959764,High,2.998079566666666,4.0,136064599.75,1.0,6.574,222809600.0,0.0,,,,,,,,0,20.0,85301178.16599327,493214993.0,0.7770689349636718,6.709924410774411,46.0,50801950.79891305,333960862.0,0.5608108108108107,59521.0,59521
399055,The Shape of Water,2017-12-01,123.0,en,19500000.0,195300000.0,15.4565,7.233,13049,Drama; Fantasy; Romance,US,Double Dare You; Fox Searchlight Pictures; Bull Productions; TSG Entertainment,101082; 43; 81023; 22213,,,Guillermo del Toro,Sally Hawkins; Michael Shannon; Richard Jenkins; Octavia Spencer; Michael Stuhlbarg; Doug Jones; David Hewlett; Nick Searcy; Stewart Arnott; Nigel Bennett,39658; 335; 28633; 6944; 72873; 17005; 5892; 12538; 16591; 44208,2017,1.0,12,Winter,Drama,3,1,4,0,0,1,10,16.785925074816024,Mid,9.015384615384615,2.0,242850000.0,1.0,6.804,411000000.0,0.0,,,,,,,,0,15.0,90321554.20373376,1025521689.0,0.6993589743589744,6.68295,51.0,146545425.65784314,748045700.0,0.917091836734694,10828.0,10828
399057,The Killing of a Sacred Deer,2017-10-20,121.0,en,3000000.0,10700000.0,12.469,7.001,4556,Drama; Thriller; Mystery,GB; US; IE,Element Pictures; TPC; Film4 Productions; New Sparta Films; Limp; HanWay Films; Fís Éireann/Screen Ireland,3353; 20312; 6705; 67285; 72597; 2395; 1898,,,Yorgos Lanthimos,Colin Farrell; Nicole Kidman; Barry Keoghan; Raffey Cassidy; Sunny Suljic; Bill Camp; Alicia Silverstone; Herb Caillouet; Barry G. Bernson; Denise Dal Vera,72466; 2227; 1290466; 1055230; 1444880; 121718; 5588; 2084081; 1854218; 1560348,2017,1.0,10,Fall,Drama,3,3,7,0,0,0,10,14.914123179965662,Low,2.566666666666667,1.0,15700000.0,1.0,7.023,15700000.0,0.0,,,,,,,,0,15.0,126754369.51785716,809342332.0,0.7263736263736265,6.435428571428571,49.0,11575930.299611274,187000000.0,0.5666666666666667,122423.0,122423
399121,An Officer and a Spy,2019-09-30,132.0,fr,25300000.0,18899214.0,4.9434,7.056,1621,History; Drama; Thriller,FR; IT,R.P. Productions; Gaumont; France 3 Cinéma; France 2 Cinéma; Èliseo Entertainment; RAI Cinema; Légende Films,355; 9; 591; 83; 114788; 155990; 22997,,,Roman Polanski,Jean Dujardin; Louis Garrel; Emmanuelle Seigner; Grégory Gadebois; Hervé Pierre; Wladimir Yordanoff; Didier Sandre; Melvil Poupaud; Eric Ruf; Mathieu Amalric,56024; 16269; 8925; 223532; 146720; 64541; 64215; 26100; 229968; 8789,2019,0.0,9,Fall,History,3,2,7,0,0,0,10,17.04631499322344,High,-0.2529954940711462,3.0,30454938.333333332,1.0,7.058,60300000.0,0.0,,,,,,,,0,8.0,32977621.6,407039432.0,0.3333333333333333,6.591800000000001,41.0,19782874.79694154,426590315.0,0.5127946127946128,3556.0,3556
399170,Logan Lucky,2017-08-17,119.0,en,29000000.0,48453605.0,10.3529,6.735,3930,Comedy; Crime; Action; Drama,US,Fingerprint Releasing,149869,,,Steven Soderbergh,Channing Tatum; Adam Driver; Daniel Craig; Riley Keough; Katie Holmes; Katherine Waterston; Seth MacFarlane; Dwight Yoakam; Sebastian Stan; Brian Gleeson,38673; 1023139; 8784; 98522; 3897; 77795; 52139; 20309; 60898; 63364,2017,1.0,8,Summer,Comedy,4,1,1,0,1,0,10,17.182806422433504,High,0.6708139655172414,5.0,83427667.0,0.8,6.346,167200000.0,0.0,,,,,,,,0,16.0,237309096.71875003,2068223624.0,0.790625,6.523092881944445,0.0,,,,1884.0,1884
399173,The Assignment,2016-06-08,95.0,en,5000000.0,388789.0,5.1919,5.517,571,Action; Crime; Thriller,US; FR,SBS Productions; Lone Wolf,8997; 80485,,,Walter Hill,Michelle Rodriguez; Sigourney Weaver; Tony Shalhoub; Caitlin Gerard; Anthony LaPaglia; Paul McGillion; Ken Kirzinger; Paul Lazenby; Zak Santiago; Adrian Hough,17647; 10205; 4252; 1069630; 57829; 26069; 50094; 106951; 52705; 11828,2016,0.0,6,Summer,Action,3,2,2,0,1,0,10,15.424948670398354,Low,-0.9222422,1.0,9489829.0,0.0,5.609,9489829.0,0.0,,,,,,,,0,8.0,255327759.19375,1515400000.0,0.85625,6.3398812499999995,4.0,9571945.5,30722632.0,0.25,1723.0,1723
399174,Isle of Dogs,2018-03-23,101.0,en,35000000.0,72991435.0,16.9417,7.846,5542,Adventure; Comedy; Animation,US; DE,Studio Babelsberg; American Empirical Pictures; Indian Paintbrush; Scott Rudin Productions,264; 23449; 9350; 258,,,Wes Anderson,Bryan Cranston; Koyu Rankin; Bob Balaban; Edward Norton; Bill Murray; Jeff Goldblum; Kunichi Nomura; Fisher Stevens; Akira Takayama; Greta Gerwig,17419; 1726151; 12438; 819; 1532; 4785; 1714579; 26473; 1333696; 45400,2018,1.0,3,Spring,Adventure,3,2,4,0,0,0,10,17.370858648025116,High,1.0854695714285714,2.0,121431742.0,1.0,7.851,174600318.0,0.0,,,,,,,,0,17.0,123289591.55070028,966550600.0,0.6794117647058824,6.494160924369747,18.0,93585854.2951389,653428261.0,0.8369076797385621,5655.0,5655
399248,Beirut,2018-04-11,109.0,en,,7509436.0,4.1653,6.295,624,Action; Thriller; Drama,US,Radar Pictures; Shivhans Pictures; Good Universe; Bleecker Street,350; 33603; 17393; 167986,,,Brad Anderson,Jon Hamm; Rosamund Pike; Shea Whigham; Dean Norris; Mark Pellegrino; Douglas Hodge; Alon Aboutboul; Kate Fleetwood; Leïla Bekhti; Jonny Coyne,65717; 10882; 74242; 14329; 1236; 80149; 16607; 178630; 23383; 1323612,2018,,4,Spring,Action,3,1,4,0,0,0,10,,,,3.0,24240793.333333332,0.5,6.310333333333333,68572378.0,0.0,,,,,,,,0,14.0,155045297.56904763,1159457503.0,0.506547619047619,6.404915476190476,10.0,42293443.29166667,270665134.0,0.861111111111111,37948.0,37948
399360,Alpha,2018-08-17,97.0,en,51000000.0,99630675.0,10.7801,6.571,2812,Adventure; Drama,CA; US; CN,Studio 8; Columbia Pictures; Fosun Pictures,77863; 5; 102774,,,Albert Hughes,Kodi Smit-McPhee; Jóhannes Haukur Jóhannesson; Marcin Kowalczyk; Jens Hultén; Natassia Malthe; Spencer Bogaert; Mercedes de la Zerda; Leonor Varela; Priya Rajaratnam; Nashon Douglas,113505; 238164; 1175170; 92429; 21430; 1375195; 169778; 10839; 1502989; 2095674,2018,1.0,8,Summer,Adventure,2,3,3,0,1,0,10,17.747336210296442,Very high,0.9535426470588236,0.0,,,,,0.0,,,,,,,,0,6.0,169762164.55555555,710644566.0,0.5833333333333334,6.929944444444444,87.0,132960668.0862069,1108594176.0,0.4425287356321839,11447.0,11447
399366,Marrowbone,2017-10-27,111.0,es,9300000.0,12294931.0,13.1999,7.278,1884,Thriller; Horror; Mystery,ES; US,Marrowbone; Ruidos en el Ático; Mediaset España; Universal Pictures; Lionsgate; Telecinco Cinema,120257; 212454; 21632; 33; 1632; 2674,,,Sergio G. Sánchez,George MacKay; Anya Taylor-Joy; Charlie Heaton; Mia Goth; Matthew Stagg; Nicola Harrison; Kyle Soller; Tom Fisher; Myra Kathryn Pearse; Paul Jesson,146750; 1397778; 1448222; 1137824; 1675329; 1675330; 1390505; 27678; 1976937; 72308,2017,1.0,10,Fall,Thriller,3,2,6,0,0,0,10,16.04552506565036,Mid,0.3220355913978495,0.0,,,,,0.0,,,,,,,,0,3.0,36036129.36666666,278454358.0,0.875,6.568433333333334,99.0,125581429.54240604,1671537444.0,0.7367149758454107,51895.0,51895
399402,Hunter Killer,2018-10-19,121.0,en,40000000.0,31672678.0,14.8064,6.909,2469,Action; Thriller,US,Original Film; G-BASE; Millennium Media; Relativity Media,333; 103331; 1020; 7295,,,Donovan Marsh,Gerard Butler; Gary Oldman; Toby Stephens; Common; Linda Cardellini; David Gyasi; Gabriel Chavarria; Ryan McPartlin; Carter MacIntyre; Zane Holtz,17276; 64; 10881; 4238; 1817; 55411; 35231; 93031; 205149; 987572,2018,0.0,10,Fall,Action,2,1,4,0,0,0,10,17.50439003707821,High,-0.20818305,0.0,,,,,0.0,,,,,,,,0,14.0,127806897.70015696,1081041287.0,0.677365491651206,6.584517125731411,70.0,164342059.8179228,1515400000.0,0.7316176470588235,1003245.0,1003245
399404,Darkest Hour,2017-11-22,125.0,en,30000000.0,150847207.0,10.906,7.355,5630,Drama; History,GB; US,Working Title Films; Perfect World Pictures; Focus Features,10163; 214539; 10146,,,Joe Wright,Gary Oldman; Stephen Dillane; Lily James; Ronald Pickup; Ben Mendelsohn; Kristin Scott Thomas; Nicholas Jones; Samuel West; David Schofield; Richard Lumsden,64; 8435; 1016168; 32556; 77335; 5470; 26121; 54447; 939; 141551,2017,1.0,11,Fall,Drama,2,2,3,0,0,1,10,17.216707972959764,High,4.028240233333333,3.0,87033182.66666667,0.6666666666666666,6.410666666666667,128388320.0,0.0,,,,,,,,0,13.0,112012719.07417583,1081041287.0,0.6250915750915752,6.605764652014653,28.0,108467794.93121694,569651467.0,0.8315217391304347,36588.0,36588
399566,Godzilla vs. Kong,2021-03-24,114.0,en,200000000.0,470116094.0,15.691,7.524,10800,Action; Science Fiction; Adventure,US,Legendary Pictures,923,535313.0,Godzilla Collection,Adam Wingard,Alexander Skarsgård; Rebecca Hall; Kaylee Hottle; Brian Tyree Henry; Millie Bobby Brown; Julian Dennison; Demián Bichir; Eiza González; Shun Oguri; Kyle Chandler,28846; 15556; 2948491; 226366; 1356210; 1139349; 76961; 1222992; 46364; 3497,2021,1.0,3,Spring,Action,3,1,1,1,0,0,10,19.11382792951231,Very high,1.35058047,4.0,15560469.5,0.6666666666666666,6.16725,45172994.0,2.0,456139250.0,1.0,6.526,387300138.0,524978362.0,456139250.0,1.0,1,12.0,179481490.73804712,1215577205.0,0.6777777777777777,6.725804713804714,35.0,340482399.2,1671537444.0,0.9142857142857144,98631.0,98631
399579,Alita: Battle Angel,2019-01-31,122.0,en,170000000.0,405000000.0,17.274,7.273,10335,Action; Science Fiction; Adventure,US,Troublemaker Studios; Lightstorm Entertainment; 20th Century Fox; TSG Entertainment,10807; 574; 25; 22213,,,Robert Rodriguez,Rosa Salazar; Christoph Waltz; Jennifer Connelly; Mahershala Ali; Ed Skrein; Jackie Earle Haley; Keean Johnson; Lana Condor; Jorge Lendeborg Jr.; Eiza González,973667; 27319; 6161; 932967; 1047649; 17183; 1448516; 1452046; 1563266; 1222992,2019,1.0,1,Winter,Action,3,1,4,0,0,0,10,18.951309000896888,Very high,1.3823529411764706,3.0,49531050.666666664,0.6666666666666666,5.548666666666667,85564310.0,0.0,,,,,,,,0,13.0,208893966.41311812,880707597.0,0.7907967032967033,6.775558379120879,78.0,177430950.56543803,910813521.0,0.8355924585432782,2294.0,2294
399796,Life of the Party,2018-05-10,105.0,en,30000000.0,61700416.0,5.8086,6.082,1065,Comedy,US,On the Day; New Line Cinema,87017; 12,,,Ben Falcone,Melissa McCarthy; Matt Walsh; Molly Gordon; Gillian Jacobs; Luke Benward; Maya Rudolph; Heidi Gardner; Debby Ryan; Jessie Ennis; Julie Bowen,55536; 59841; 1782117; 94098; 84482; 52792; 1759221; 123846; 1569001; 31171,2018,1.0,5,Spring,Comedy,1,1,2,0,0,0,10,17.216707972959764,High,1.0566805333333331,2.0,89610007.0,1.0,5.577500000000001,100375432.0,0.0,,,,,,,,0,16.0,122648952.34347944,657870525.0,0.765079365079365,6.005977272727272,45.0,156813433.7,1021103568.0,0.9666666666666668,170820.0,170820
400090,The Nightingale,2018-09-23,136.0,en,,855756.0,4.9541,7.049,689,Drama; Thriller; Western,AU; US; CA,Made Up Stories; Screen Australia; Screen Tasmania; South Australian Film Corporation; Bron Studios; FilmNation Entertainment; Causeway Films,100610; 7584; 8632; 2806; 13240; 7493; 32301,,,Jennifer Kent,Aisling Franciosi; Sam Claflin; Baykali Ganambarr; Damon Herriman; Harry Greenwood; Ewen Leslie; Charlie Shotwell; Michael Sheasby; Matthew Sunderland; Magnolia Maymuru,1323109; 237455; 1776712; 62752; 1510769; 59119; 1637129; 2229725; 67119; 1776713,2018,,9,Fall,Drama,3,3,7,0,0,0,10,,,,1.0,10300000.0,1.0,6.538,10300000.0,0.0,,,,,,,,0,9.0,52380089.53333333,1046721266.0,0.4,6.370988888888889,34.0,19329392.736892585,414211549.0,0.6872413793103449,164554.0,164554
400136,Resident Evil: Vendetta,2017-05-27,97.0,ja,,256320.0,6.9704,6.918,1103,Action; Animation; Adventure; Science Fiction; Horror,JP; US,Capcom; Stage 6 Films; Marza Animation Planet; KADOKAWA,7220; 11341; 77884; 2073,133352.0,Resident Evil (Animated) Collection,Takanori Tsujimoto,Kevin Dorman; Matthew Mercer; Erin Cahill; John DeMita; Fred Tatasciore; Cristina Valenzuela; Arif S. Kinchen; Arnie Pantoja; Kari Wahlgren; Alexander Polinsky,91443; 556275; 78044; 56348; 60279; 1192968; 1217803; 66540; 116315; 63493,2017,,5,Spring,Action,5,2,4,1,0,0,10,,,,0.0,,,,,1.0,2325035.0,,6.888,2325035.0,2325035.0,2325035.0,,1,2.0,38343337.25,142300000.0,1.0,6.50125,12.0,38749586.87916666,407210429.0,0.6190476190476191,133202.0,133202
400155,Hotel Transylvania 3: Summer Vacation,2018-06-28,97.0,en,80000000.0,528600000.0,12.2511,6.841,4786,Animation; Comedy; Family; Fantasy,US,Columbia Pictures; Sony Pictures Animation; MRC,5; 2251; 2531,185103.0,Hotel Transylvania Collection,Genndy Tartakovsky,Adam Sandler; Kathryn Hahn; Selena Gomez; Jim Gaffigan; Andy Samberg; Kevin James; Fran Drescher; Steve Buscemi; Molly Shannon; David Spade,19292; 17696; 77948; 84407; 62861; 32895; 53122; 884; 28640; 60950,2018,1.0,6,Summer,Animation,4,1,3,1,1,0,10,18.19753720513815,Very high,5.6075,2.0,415787801.5,1.0,6.866,473200000.0,2.0,415787801.5,1.0,6.866,473200000.0,473200000.0,415787801.5,1.0,1,12.0,193009517.9038456,743559465.0,0.7593434343434343,6.255573152958153,85.0,226824061.14585215,1108594176.0,0.93048128342246,185438.0,185438
400157,Wonder Park,2019-03-13,86.0,en,100000000.0,119559110.0,7.2656,6.591,783,Comedy; Animation; Adventure; Family; Fantasy,ES; US,Nickelodeon Movies; Paramount Animation; Ilion Animation Studios; Paramount Pictures,2348; 24955; 5653; 4,,,Dylan Brown,Brianna Denski; Norbert Leo Butz; Ken Hudson Campbell; Mila Kunis; John Oliver; Kenan Thompson; Ken Jeong; Jennifer Garner; Matthew Broderick; Sofia Mali,1726873; 52020; 236327; 18973; 84292; 77330; 83586; 9278; 4756; 1683145,2019,1.0,3,Spring,Comedy,5,2,4,0,0,0,10,18.420680753952364,Very high,0.1955911,0.0,,,,,0.0,,,,,,,,0,13.0,122913173.15277776,970766005.0,0.6628787878787878,6.347930555555554,71.0,203480420.91370445,1123794079.0,0.7603174603174603,231202.0,231202
